Pickup Area,"Popular Pickup Lat,Lon",Destination,"Popular Destination Lat, Lon",OSRM_distance_km_car,OSRM_distance_km_bike,diff_car,diff_bike
Abul Hotel,"23.754778817124492, 90.41540918143296",Suhrawardy Udyan,"23.732347115869125, 90.3998804084168",6.59,6.59,,
Abul Hotel,"23.754778817124492, 90.41540918143296",Sutrapur,"23.712143135744196, 90.41996290601092",7.57,7.63,,
Abul Hotel,"23.754778817124492, 90.41540918143296",Tajmahal Road,"23.76483026537131, 90.36213213725384",8.33,8.33,,
Abul Hotel,"23.754778817124492, 90.41540918143296",Tejgaon Industrial Area,"23.760019431424492, 90.39129990553859",4.53,4.53,,
Abul Hotel,"23.754778817124492, 90.41540918143296",Tejturi Bazar,"23.75623497189328, 90.39215451399026",4.16,4.16,,
Abul Hotel,"23.754778817124492, 90.41540918143296",Town Hall,"23.759739816492644, 90.36581120314878",8.03,8.03,,
Abul Hotel,"23.754778817124492, 90.41540918143296",TSC,"23.739363547539245, 90.39468747407993",5.63,5.63,,
Abul Hotel,"23.754778817124492, 90.41540918143296",UIU,"23.798010494541813, 90.44969926609087",8.5,8.5,,
Abul Hotel,"23.754778817124492, 90.41540918143296",Ulon,"23.763986452595397, 90.41828430393944",1.23,1.23,,
Abul Hotel,"23.754778817124492, 90.41540918143296",Wapda,"23.724329299083337, 90.42172598970535",5.23,5.23,,
Abul Hotel,"23.754778817124492, 90.41540918143296",Wari,"23.717804321750464, 90.41799751045865",7.21,6.33,,
Agargaon,"23.778368928990123, 90.37892726054524",Adabar,"23.773306970492246, 90.3547037547482",4.0,4.0,,
Agargaon,"23.778368928990123, 90.37892726054524",Badda,"23.780568079273614, 90.42649619466724",8.7,8.7,,
Agargaon,"23.778368928990123, 90.37892726054524",Banani SuperMarket,"23.79350541605234, 90.40689722271105",8.36,8.36,,
Agargaon,"23.778368928990123, 90.37892726054524",Banani Block J,"23.796668895469587, 90.40603147773179",8.15,8.15,,
Agargaon,"23.778368928990123, 90.37892726054524",Bangla College,"23.784715054761264, 90.35250376609038",4.76,4.76,,
Agargaon,"23.778368928990123, 90.37892726054524",Bashundhara Block D,"23.815210726954167, 90.43302101821708",14.56,14.56,,
Agargaon,"23.778368928990123, 90.37892726054524",Bashundhara Block F,"23.821188569971465, 90.4332893983635",16.28,16.28,,
Agargaon,"23.778368928990123, 90.37892726054524",Bashundhara Block I,"23.82042119889173, 90.43856529566207",16.14,16.14,,
Agargaon,"23.778368928990123, 90.37892726054524",Bashundhara City Mall,"23.75121557936337, 90.39070746794054",4.66,4.66,,
Agargaon,"23.778368928990123, 90.37892726054524",Bashundhara Gate,"23.811875111391196, 90.4214912547236",14.55,14.55,,
Agargaon,"23.778368928990123, 90.37892726054524",Bosila,"23.755536214623834, 90.3561451998845",5.49,5.49,,
Agargaon,"23.778368928990123, 90.37892726054524",Brac University,"23.773372892644524, 90.42482029492592",8.66,8.66,,
Agargaon,"23.778368928990123, 90.37892726054524",Chairman Bari,"23.788615672371655, 90.40060816109144",5.83,5.83,,
Agargaon,"23.778368928990123, 90.37892726054524",Chandrima Model Town,"23.755862234916634, 90.33788067958173",7.23,7.22,,
Agargaon,"23.778368928990123, 90.37892726054524",Chowdhuripara,"23.753676744513747, 90.41950780332495",8.21,8.21,,
Agargaon,"23.778368928990123, 90.37892726054524",Dhaka College,"23.735731619622754, 90.38374921026826",7.19,7.19,,
Agargaon,"23.778368928990123, 90.37892726054524",Dhanmondi  Road 13,"23.7534501255474, 90.37614999961175",4.37,4.37,,
Agargaon,"23.778368928990123, 90.37892726054524",Dhanmondi  Road 13A,"23.749643437271462, 90.36993975614091",6.13,6.13,,
Agargaon,"23.778368928990123, 90.37892726054524",Dhanmondi Lake,"23.747590981285224, 90.37807190540613",5.66,5.66,,
Agargaon,"23.778368928990123, 90.37892726054524",Dhanmondi Road 12,"23.752334369903934, 90.3759494331688",4.61,4.61,,
Agargaon,"23.778368928990123, 90.37892726054524",Dhanmondi Road 12A,"23.74689134102291, 90.37733359846021",5.56,5.56,,
Agargaon,"23.778368928990123, 90.37892726054524",Dhanmondi Road 14,"23.754456430984828, 90.37560027637075",4.5,4.5,,
Agargaon,"23.778368928990123, 90.37892726054524",Dhanmondi Road 14A,"23.750198566679202, 90.36920123869305",6.01,6.01,,
Agargaon,"23.778368928990123, 90.37892726054524",Dhanmondi Road 15,"23.75514495125052, 90.37519521715127",4.27,4.27,,
Agargaon,"23.778368928990123, 90.37892726054524",Dhanmondi Road 15A,"23.7523255680022, 90.37084019234493",5.17,5.17,,
Agargaon,"23.778368928990123, 90.37892726054524",Dhanmondi Road 16,"23.755538568281132, 90.37390856255229",4.46,4.46,,
Agargaon,"23.778368928990123, 90.37892726054524",Dhanmondi Road 5,"23.742494162158316, 90.38167325780455",5.95,5.95,,
Agargaon,"23.778368928990123, 90.37892726054524",Dhanmondi Road 6,"23.743570598059737, 90.38166461098089",5.56,5.56,,
Agargaon,"23.778368928990123, 90.37892726054524",Dhanmondi Road 6A,"23.743988360857468, 90.37640997726535",7.26,7.26,,
Agargaon,"23.778368928990123, 90.37892726054524",Dhanmondi Road 7,"23.744607450679176, 90.38152626163901",5.67,5.67,,
Agargaon,"23.778368928990123, 90.37892726054524",Dhanmondi Road 7A,"23.743207063518906, 90.37289655055329",7.02,7.02,,
Agargaon,"23.778368928990123, 90.37892726054524",Dhanmondi Road 8,"23.74539893567319, 90.3822698893515",5.35,5.35,,
Agargaon,"23.778368928990123, 90.37892726054524",Dhanmondi Road 8A,"23.74399744568268, 90.37228120463195",7.14,7.14,,
Agargaon,"23.778368928990123, 90.37892726054524",Dhanmondi Road 9,"23.74655449516206, 90.38038487956058",5.46,5.46,,
Agargaon,"23.778368928990123, 90.37892726054524",Dhanmondi Road 9A,"23.7453419928271, 90.37268812693476",6.66,6.66,,
Agargaon,"23.778368928990123, 90.37892726054524",DIT Project,"23.773401431652626, 90.42539669118638",7.8,7.8,,
Agargaon,"23.778368928990123, 90.37892726054524",Elephant Road,"23.739201420708195, 90.3871715084171",6.41,6.41,,
Agargaon,"23.778368928990123, 90.37892726054524",Farmgate,"23.756173521829375, 90.38704401820739",3.41,3.41,,
Agargaon,"23.778368928990123, 90.37892726054524",Gabtoli,"23.78375365953661, 90.34394491819548",6.17,6.17,,
Agargaon,"23.778368928990123, 90.37892726054524",Green Road,"23.74918962367928, 90.38642243725327",5.3,5.3,,
Agargaon,"23.778368928990123, 90.37892726054524",Gulshan 1,"23.782041809012444, 90.41583890444907",7.0,7.0,,
Agargaon,"23.778368928990123, 90.37892726054524",Gulshan 2,"23.79478879910383, 90.41424260763533",8.8,8.8,,
Agargaon,"23.778368928990123, 90.37892726054524",Jamuna Future Park,"23.81379627952912, 90.42422856609141",13.14,13.14,,
Agargaon,"23.778368928990123, 90.37892726054524",Japan Garden City,"23.764672297272995, 90.35849825973594",4.32,4.32,,
Agargaon,"23.778368928990123, 90.37892726054524",Kalabagan,"23.74959719710081, 90.3830759033639",5.76,5.76,,
Agargaon,"23.778368928990123, 90.37892726054524",Kamal Ataturk,"23.794078210371698, 90.40521536212151",7.85,7.85,,
Agargaon,"23.778368928990123, 90.37892726054524",Katabon,"23.737077270043894, 90.3872181292236",6.12,6.12,,
Agargaon,"23.778368928990123, 90.37892726054524",Khilgaon,"23.75084886751309, 90.42072538370277",8.61,8.61,,
Agargaon,"23.778368928990123, 90.37892726054524",Labaid Gulshan,"23.79568677446299, 90.41290757246027",8.81,8.81,,
Agargaon,"23.778368928990123, 90.37892726054524",Lalmatia,"23.756310855321406, 90.36826726840225",4.76,4.76,,
Agargaon,"23.778368928990123, 90.37892726054524",Linked Road,"23.74588618408847, 90.39368209492494",5.01,5.01,,
Agargaon,"23.778368928990123, 90.37892726054524",Madani Avenue,"23.796522119458537, 90.41892630380953",9.31,9.31,,
Agargaon,"23.778368928990123, 90.37892726054524",Malibagh,"23.748206666885658, 90.41264211577844",7.31,7.31,,
Agargaon,"23.778368928990123, 90.37892726054524",Mirpur 10,"23.80719467382045, 90.36908602159754",3.65,3.65,,
Agargaon,"23.778368928990123, 90.37892726054524",Mohakhali,"23.777854677596434, 90.40604839490996",6.06,6.06,,
Agargaon,"23.778368928990123, 90.37892726054524",Mohakhali Bus Stand,"23.772266301739617, 90.40155305511783",6.06,6.06,,
Agargaon,"23.778368928990123, 90.37892726054524",Mohakhali DOHS,"23.78278751597978, 90.39544927255388",5.27,5.27,,
Agargaon,"23.778368928990123, 90.37892726054524",Mohammadia Housing Society,"23.763101301949316, 90.35556289470746",5.05,5.05,,
Agargaon,"23.778368928990123, 90.37892726054524",Niketan,"23.773793555853857, 90.41078375783205",5.84,5.84,,
Agargaon,"23.778368928990123, 90.37892726054524",Notun Bazar,"23.79749348795045, 90.4237139801499",10.41,10.41,,
Agargaon,"23.778368928990123, 90.37892726054524",Police Plaza,"23.774242477535278, 90.41598794811036",6.55,6.55,,
Agargaon,"23.778368928990123, 90.37892726054524",Rayer bazar,"23.743521887504897, 90.36167622278728",6.65,6.65,,
Agargaon,"23.778368928990123, 90.37892726054524",Science Lab,"23.739527493939022, 90.38380909504045",5.97,5.97,,
Agargaon,"23.778368928990123, 90.37892726054524",Shahjadpur,"23.791699886032266, 90.42491413547074",11.06,11.06,,
Agargaon,"23.778368928990123, 90.37892726054524",Shankar,"23.750878640826883, 90.36846011026877",5.87,5.87,,
Agargaon,"23.778368928990123, 90.37892726054524",Sher-e-Bangla National Stadium,"23.80711187129673, 90.36361545162298",5.26,5.26,,
Agargaon,"23.778368928990123, 90.37892726054524",Square Hospital,"23.75311200932124, 90.381378314238",3.65,3.65,,
Agargaon,"23.778368928990123, 90.37892726054524",Technical,"23.78149787280003, 90.35246112771259",4.45,4.45,,
Agargaon,"23.778368928990123, 90.37892726054524",Tejturi Bazar,"23.75623497189328, 90.39215451399026",3.66,3.66,,
Adabar,"23.773306970492246, 90.3547037547482",Ahsan Manzil,"23.708817214034582, 90.40605307282843",11.16,11.36,,
Adabar,"23.773306970492246, 90.3547037547482",AIUB Pocket Gate,"23.82101339617473, 90.42737688630989",19.03,19.03,,
Adabar,"23.773306970492246, 90.3547037547482",Arambagh,"23.731760422431627, 90.41892331465192",10.64,10.64,,
Adabar,"23.773306970492246, 90.3547037547482",Armanitola,"23.716311404960187, 90.40133975433335",9.9,9.9,,
Adabar,"23.773306970492246, 90.3547037547482",Armenian Church,"23.712709593488363, 90.40238466793929",10.59,10.59,,
Adabar,"23.773306970492246, 90.3547037547482",Azad Mosque (Dhanmondi),"23.723457876062444, 90.38910539637354",8.07,8.07,,
Adabar,"23.773306970492246, 90.3547037547482",Azimpur,"23.72723004477641, 90.38621547855664",7.42,7.42,,
Adabar,"23.773306970492246, 90.3547037547482",Badda,"23.780568079273614, 90.42649619466724",11.3,11.3,,
Adabar,"23.773306970492246, 90.3547037547482",Baitul Mukarram Mosque,"23.729491621601635, 90.4127217167163",10.94,10.94,,
Adabar,"23.773306970492246, 90.3547037547482",Baldha Garden,"23.716916774125067, 90.41941883725221",12.05,12.11,,
Adabar,"23.773306970492246, 90.3547037547482",Banani 11,"23.723160254991075, 90.38771374929166",7.79,7.79,,
Adabar,"23.773306970492246, 90.3547037547482",Banani SuperMarket,"23.79350541605234, 90.40689722271105",10.96,10.96,,
Adabar,"23.773306970492246, 90.3547037547482",Banani Block J,"23.796668895469587, 90.40603147773179",10.75,10.75,,
Adabar,"23.773306970492246, 90.3547037547482",Bangabandhu National Stadium,"23.72799213845677, 90.41316682376024",10.63,10.63,,
Adabar,"23.773306970492246, 90.3547037547482",Bangabandhu Sheikh Mujib Medical University (BSMMU),"23.738538737338253, 90.39536639492475",7.39,7.39,,
Adabar,"23.773306970492246, 90.3547037547482",Bangabazar,"23.72371785638331, 90.4058524372524",9.47,9.47,,
Adabar,"23.773306970492246, 90.3547037547482",Bashundhara Block A,"23.811377299032795, 90.42833436467546",16.61,16.61,,
Adabar,"23.773306970492246, 90.3547037547482",Bashundhara Block B,"23.81421995228443, 90.4275173084465",16.55,16.55,,
Adabar,"23.773306970492246, 90.3547037547482",Bashundhara Block C,"23.81949603415762, 90.42738524683234",18.9,18.9,,
Adabar,"23.773306970492246, 90.3547037547482",Bashundhara Block E,"23.81019793984092, 90.4327785621583",17.23,17.23,,
Adabar,"23.773306970492246, 90.3547037547482",Bashundhara City Mall,"23.75121557936337, 90.39070746794054",7.13,7.13,,
Adabar,"23.773306970492246, 90.3547037547482",Bijoynagar,"23.73469869947737, 90.41077232376051",9.66,9.66,,
Adabar,"23.773306970492246, 90.3547037547482",Bongshal,"23.717267299148716, 90.40244543195982",10.21,10.21,,
Adabar,"23.773306970492246, 90.3547037547482",Bosila,"23.755536214623834, 90.3561451998845",2.98,2.98,,
Adabar,"23.773306970492246, 90.3547037547482",Brac University,"23.773372892644524, 90.42482029492592",11.26,11.26,,
Adabar,"23.773306970492246, 90.3547037547482",BUET,"23.726717170489835, 90.39263491266497",8.19,8.19,,
Adabar,"23.773306970492246, 90.3547037547482",Buriganga Bridge,"23.70898069854497, 90.40159267958012",11.91,11.91,,
Adabar,"23.773306970492246, 90.3547037547482",Chairman Bari,"23.788615672371655, 90.40060816109144",8.43,8.43,,
Adabar,"23.773306970492246, 90.3547037547482",Chandni Chawk Market,"23.733968595123564, 90.38483127181993",6.56,6.56,,
Adabar,"23.773306970492246, 90.3547037547482",Chawk Bazar,"23.716016462326913, 90.39589182143904",9.58,9.58,,
Adabar,"23.773306970492246, 90.3547037547482",Chawkbazar Shahi Mosque,"23.716081670095274, 90.39598779046787",9.57,9.57,,
Adabar,"23.773306970492246, 90.3547037547482",Chowdhuripara,"23.753676744513747, 90.41950780332495",10.69,10.69,,
Adabar,"23.773306970492246, 90.3547037547482",Curzon Hall,"23.72754625142948, 90.40189379492435",9.14,9.14,,
Adabar,"23.773306970492246, 90.3547037547482",Dhaka College,"23.735731619622754, 90.38374921026826",7.15,7.15,,
Adabar,"23.773306970492246, 90.3547037547482",Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",8.74,8.74,,
Adabar,"23.773306970492246, 90.3547037547482",Dhaka University,"23.73409560015957, 90.39294665259638",7.6,7.6,,
Adabar,"23.773306970492246, 90.3547037547482",Dhakeshwari Temple,"23.723505780259483, 90.39006818516404",8.17,8.17,,
Adabar,"23.773306970492246, 90.3547037547482",Dhanmondi  Road 13,"23.7534501255474, 90.37614999961175",4.64,4.64,,
Adabar,"23.773306970492246, 90.3547037547482",Dhanmondi  Road 13A,"23.749643437271462, 90.36993975614091",3.62,3.62,,
Adabar,"23.773306970492246, 90.3547037547482",Dhanmondi Lake,"23.747590981285224, 90.37807190540613",4.87,4.87,,
Adabar,"23.773306970492246, 90.3547037547482",Dhanmondi Road 12,"23.752334369903934, 90.3759494331688",4.49,4.49,,
Adabar,"23.773306970492246, 90.3547037547482",Dhanmondi Road 12A,"23.74689134102291, 90.37733359846021",4.76,4.76,,
Adabar,"23.773306970492246, 90.3547037547482",Dhanmondi Road 14,"23.754456430984828, 90.37560027637075",5.5,5.5,,
Adabar,"23.773306970492246, 90.3547037547482",Dhanmondi Road 14A,"23.750198566679202, 90.36920123869305",3.5,3.5,,
Adabar,"23.773306970492246, 90.3547037547482",Dhanmondi Road 15,"23.75514495125052, 90.37519521715127",4.45,4.45,,
Adabar,"23.773306970492246, 90.3547037547482",Dhanmondi Road 15A,"23.7523255680022, 90.37084019234493",3.65,3.65,,
Adabar,"23.773306970492246, 90.3547037547482",Dhanmondi Road 16,"23.755538568281132, 90.37390856255229",4.01,4.01,,
Adabar,"23.773306970492246, 90.3547037547482",Dhanmondi Road 2,"23.739141333933283, 90.38122386493468",6.89,6.89,,
Adabar,"23.773306970492246, 90.3547037547482",Dhanmondi Road 1,"23.738720578214433, 90.38240235737894",5.64,5.64,,
Adabar,"23.773306970492246, 90.3547037547482",Dhanmondi Road 3,"23.739812239033704, 90.37920861477238",5.39,5.39,,
Adabar,"23.773306970492246, 90.3547037547482",Dhanmondi Road 3A,"23.74022477236035, 90.37627927191252",4.86,4.86,,
Adabar,"23.773306970492246, 90.3547037547482",Dhanmondi Road 4,"23.741346481708497, 90.38134467810198",5.75,5.75,,
Adabar,"23.773306970492246, 90.3547037547482",Dhanmondi Road 4A,"23.741165859122525, 90.37563143647237",4.73,4.73,,
Adabar,"23.773306970492246, 90.3547037547482",Dhanmondi Road 5,"23.742494162158316, 90.38167325780455",5.97,5.97,,
Adabar,"23.773306970492246, 90.3547037547482",Dhanmondi Road 5A,"23.74186200111996, 90.37533568551056",4.65,4.65,,
Adabar,"23.773306970492246, 90.3547037547482",Dhanmondi Road 6,"23.743570598059737, 90.38166461098089",6.19,6.19,,
Adabar,"23.773306970492246, 90.3547037547482",Dhanmondi Road 6A,"23.743988360857468, 90.37640997726535",4.75,4.75,,
Adabar,"23.773306970492246, 90.3547037547482",Dhanmondi Road 7,"23.744607450679176, 90.38152626163901",5.33,5.33,,
Adabar,"23.773306970492246, 90.3547037547482",Dhanmondi Road 7A,"23.743207063518906, 90.37289655055329",4.51,4.51,,
Adabar,"23.773306970492246, 90.3547037547482",Dhanmondi Road 8,"23.74539893567319, 90.3822698893515",5.35,5.35,,
Adabar,"23.773306970492246, 90.3547037547482",Dhanmondi Road 8A,"23.74399744568268, 90.37228120463195",4.63,4.63,,
Adabar,"23.773306970492246, 90.3547037547482",Dhanmondi Road 9,"23.74655449516206, 90.38038487956058",5.11,5.11,,
Adabar,"23.773306970492246, 90.3547037547482",Dhanmondi Road 9A,"23.7453419928271, 90.37268812693476",4.15,4.15,,
Adabar,"23.773306970492246, 90.3547037547482",DIT Project,"23.773401431652626, 90.42539669118638",10.4,10.4,,
Adabar,"23.773306970492246, 90.3547037547482",Eden Mohila College,"23.727969663293113, 90.38634073725261",7.24,7.24,,
Adabar,"23.773306970492246, 90.3547037547482",Elephant Road,"23.739201420708195, 90.3871715084171",6.37,6.37,,
Adabar,"23.773306970492246, 90.3547037547482",New Eskaton,"23.74718832521819, 90.39926359648726",11.11,11.11,,
Adabar,"23.773306970492246, 90.3547037547482",Evercare Hospital,"23.810482241984165, 90.43129699095799",17.02,17.02,,
Adabar,"23.773306970492246, 90.3547037547482",Fakirapool,"23.732659171031635, 90.41697754122195",10.44,10.44,,
Adabar,"23.773306970492246, 90.3547037547482",Farmgate,"23.756173521829375, 90.38704401820739",5.72,5.72,,
Adabar,"23.773306970492246, 90.3547037547482",Fullar Road,"23.73073816057924, 90.39176972190907",8.25,8.25,,
Adabar,"23.773306970492246, 90.3547037547482",Gabtoli,"23.78375365953661, 90.34394491819548",3.23,3.23,,
Adabar,"23.773306970492246, 90.3547037547482",Gausia Market,"23.734500093179562, 90.38484896905942",6.52,6.52,,
Adabar,"23.773306970492246, 90.3547037547482",Golapbagh,"23.718521712715287, 90.42874810241406",12.58,12.58,,
Adabar,"23.773306970492246, 90.3547037547482",Green Road,"23.74918962367928, 90.38642243725327",6.97,6.97,,
Adabar,"23.773306970492246, 90.3547037547482",Gulshan 1,"23.782041809012444, 90.41583890444907",9.6,9.6,,
Adabar,"23.773306970492246, 90.3547037547482",Gulshan 2,"23.79478879910383, 90.41424260763533",11.4,11.4,,
Adabar,"23.773306970492246, 90.3547037547482",High Court area,"23.73090866273321, 90.40338923639176",8.94,8.94,,
Adabar,"23.773306970492246, 90.3547037547482",Holy Family Red Crescent Hospital,"23.746813031560038, 90.40315885286346",8.21,8.21,,
Adabar,"23.773306970492246, 90.3547037547482",Hoseni Dalan,"23.722583647017565, 90.39810674095497",9.28,9.28,,
Adabar,"23.773306970492246, 90.3547037547482",Islampur,"23.71111601031198, 90.4054698660879",10.79,10.79,,
Adabar,"23.773306970492246, 90.3547037547482",Japan Garden City,"23.764672297272995, 90.35849825973594",1.46,1.46,,
Adabar,"23.773306970492246, 90.3547037547482",Jigatola Bus Stand,"23.73937912489636, 90.37534962713546",5.12,5.12,,
Adabar,"23.773306970492246, 90.3547037547482",Kakrail,"23.7387925105459, 90.40645995663675",9.04,9.09,,
Adabar,"23.773306970492246, 90.3547037547482",Kalabagan,"23.74959719710081, 90.3830759033639",6.37,6.37,,
Adabar,"23.773306970492246, 90.3547037547482",Kamal Ataturk,"23.794078210371698, 90.40521536212151",10.45,10.45,,
Adabar,"23.773306970492246, 90.3547037547482",Karwan Bazar,"23.75238303755729, 90.39412694572513",6.56,6.56,,
Adabar,"23.773306970492246, 90.3547037547482",Katabon,"23.737077270043894, 90.3872181292236",6.82,6.82,,
Adabar,"23.773306970492246, 90.3547037547482",Khan Mohammad Mridha Mosque,"23.72097414772569, 90.3841198372523",8.37,8.37,,
Adabar,"23.773306970492246, 90.3547037547482",Khilgaon,"23.75084886751309, 90.42072538370277",11.08,11.08,,
